task_id,material,size_group_target_mm,initial_inner_mm,target_shaft_mm,t_needed_c,world_seed,human_proposal_temp_c,human_pass,human_rvr,human_n_heat,human_n_inspect,human_actions,human_final_temp_c,human_total_cost,llm_proposal_temp_c,llm_pass,llm_rvr,llm_n_heat,llm_n_inspect,llm_actions,llm_final_temp_c,llm_total_cost,llm_reflow_proposal_temp_c,llm_reflow_pass,llm_reflow_rvr,llm_reflow_n_heat,llm_reflow_n_inspect,llm_reflow_actions,llm_reflow_final_temp_c,llm_reflow_total_cost,pomdp_no_reflow_proposal_temp_c,pomdp_no_reflow_pass,pomdp_no_reflow_rvr,pomdp_no_reflow_n_heat,pomdp_no_reflow_n_inspect,pomdp_no_reflow_actions,pomdp_no_reflow_final_temp_c,pomdp_no_reflow_total_cost,pomdp_reflow_proposal_temp_c,pomdp_reflow_pass,pomdp_reflow_rvr,pomdp_reflow_n_heat,pomdp_reflow_n_inspect,pomdp_reflow_actions,pomdp_reflow_final_temp_c,pomdp_reflow_total_cost
铜合金-200-039,铜合金,200.0,199.13,200.0,299.5388133844845,781170391,315,1,0,0,0,ASSEMBLE,315,52.5,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,13,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,382,161.0,386,1,0,1,2,INSPECT HEAT_5 INSPECT ASSEMBLE,391,115.5
铜合金-200-040,铜合金,200.0,199.04,200.0,331.41148084210147,781170401,345,1,0,0,0,ASSEMBLE,345,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,9,3,INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,133.5,387,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,392,88.5
铜合金-200-041,铜合金,200.0,199.16,200.0,303.7737254737274,781170411,305,0,1,0,0,ASSEMBLE,305,50.0,317,1,0,0,0,ASSEMBLE,317,51.0,317,1,0,0,0,ASSEMBLE,317,51.0,317,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,327,76.0,391,1,0,0,1,INSPECT ASSEMBLE,391,98.0
铜合金-200-042,铜合金,200.0,199.15,200.0,296.071600994901,781170421,310,1,0,0,0,ASSEMBLE,310,50.0,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,327,78.5,391,1,0,0,1,INSPECT ASSEMBLE,391,100.5
铜合金-200-043,铜合金,200.0,198.91,200.0,368.33130892511565,781170431,385,1,0,0,0,ASSEMBLE,385,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,26,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,447,233.5,386,1,0,2,2,INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,396,88.0
铜合金-220-067,铜合金,220.0,218.97,220.0,320.3140486909596,781170672,335,1,0,0,0,ASSEMBLE,335,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,10,4,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,156.0,386,1,0,0,1,INSPECT ASSEMBLE,386,85.5
铜合金-220-068,铜合金,220.0,218.87,220.0,347.42674203840545,781170682,365,1,0,0,0,ASSEMBLE,365,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,12,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,138.5,391,1,0,0,1,INSPECT ASSEMBLE,391,75.5
铜合金-220-069,铜合金,220.0,219.05,220.0,299.3920204138237,781170692,315,1,0,0,0,ASSEMBLE,315,52.5,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,0,0,ASSEMBLE,317,53.5,317,1,0,4,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,337,103.5,391,1,0,0,1,INSPECT ASSEMBLE,391,100.5
铜合金-220-070,铜合金,220.0,218.81,220.0,368.49955833356387,781170702,380,1,0,0,0,ASSEMBLE,380,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,181.0,391,1,0,1,0,HEAT_5 ASSEMBLE,396,63.0
铜合金-220-071,铜合金,220.0,218.94,220.0,328.09274218286333,781170712,345,1,0,0,0,ASSEMBLE,345,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,201.0,391,1,0,0,1,INSPECT ASSEMBLE,391,85.5
铜合金-220-072,铜合金,220.0,219.04,220.0,316.7486805754903,781170722,315,0,1,0,0,ASSEMBLE,315,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,143.5,391,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,396,98.0
铜合金-220-073,铜合金,220.0,218.96,220.0,336.92966158355534,781170732,340,0,1,0,0,ASSEMBLE,340,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,22,4,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,427,238.5,391,1,0,0,1,INSPECT ASSEMBLE,391,80.5
铜合金-220-074,铜合金,220.0,218.97,220.0,325.0483819273326,781170742,335,0,1,0,0,ASSEMBLE,335,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,21,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,422,216.0,391,1,0,0,1,INSPECT ASSEMBLE,391,85.5
铜合金-220-075,铜合金,220.0,218.74,220.0,380.49005461612626,781170752,400,1,0,0,0,ASSEMBLE,400,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,25,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,442,218.5,391,1,0,6,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,421,123.0
铜合金-220-076,铜合金,220.0,218.94,220.0,325.8461136558186,781170762,345,1,0,0,0,ASSEMBLE,345,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,317,1,0,8,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,118.5,396,1,0,0,1,INSPECT ASSEMBLE,396,88.0
铝合金-180-000,铝合金,180.0,178.91,180.0,296.0892431558666,972960000,315,1,0,0,0,ASSEMBLE,315,52.5,307,0,1,0,0,ASSEMBLE,307,50.0,307,0,1,0,0,ASSEMBLE,307,50.0,307,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,111.0,307,1,0,14,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,173.5
铝合金-180-001,铝合金,180.0,178.96,180.0,291.925397603892,972960010,305,1,0,0,0,ASSEMBLE,305,50.0,317,1,0,0,0,ASSEMBLE,317,56.0,348,1,0,0,0,ASSEMBLE,348,71.5,317,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,332,88.5,331,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,341,88.0
铝合金-180-002,铝合金,180.0,178.99,180.0,284.4955541861234,972960020,295,1,0,0,0,ASSEMBLE,295,50.0,317,1,0,0,0,ASSEMBLE,317,61.0,348,1,0,0,0,ASSEMBLE,348,76.5,317,1,0,0,1,INSPECT ASSEMBLE,317,71.0,331,1,0,0,1,INSPECT ASSEMBLE,331,78.0
铝合金-180-003,铝合金,180.0,178.89,180.0,312.7793380982346,972960030,320,0,1,0,0,ASSEMBLE,320,50.0,307,0,1,0,0,ASSEMBLE,307,50.0,307,0,1,0,0,ASSEMBLE,307,50.0,307,1,0,21,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,218.5,307,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,337,96.0
铝合金-180-004,铝合金,180.0,178.9,180.0,304.7017499266922,972960040,320,1,0,0,0,ASSEMBLE,320,52.5,307,0,1,0,0,ASSEMBLE,307,50.0,348,1,0,0,0,ASSEMBLE,348,66.5,307,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,138.5,332,1,0,0,1,INSPECT ASSEMBLE,332,68.5
铝合金-180-005,铝合金,180.0,178.88,180.0,314.9429160949461,972960050,325,1,0,0,0,ASSEMBLE,325,50.0,307,0,1,0,0,ASSEMBLE,307,50.0,348,1,0,0,0,ASSEMBLE,348,61.5,307,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,103.5,348,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,358,86.5
铝合金-180-006,铝合金,180.0,178.82,180.0,324.8843094757337,972960060,340,1,0,0,0,ASSEMBLE,340,52.5,348,1,0,0,0,ASSEMBLE,348,56.5,348,1,0,0,0,ASSEMBLE,348,56.5,348,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,368,96.5,331,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,346,80.5
铝合金-180-007,铝合金,180.0,178.78,180.0,336.9792433162337,972960070,350,1,0,0,0,ASSEMBLE,350,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,348,1,0,5,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,106.5,358,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,86.5
铝合金-180-008,铝合金,180.0,178.89,180.0,306.6370205279219,972960080,320,1,0,0,0,ASSEMBLE,320,50.0,307,0,1,0,0,ASSEMBLE,307,50.0,348,1,0,0,0,ASSEMBLE,348,64.0,307,1,0,6,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,337,108.5,307,1,0,3,2,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,322,86.0
铝合金-180-009,铝合金,180.0,178.95,180.0,292.5627368265343,972960090,305,1,0,0,0,ASSEMBLE,305,50.0,317,1,0,0,0,ASSEMBLE,317,56.0,348,1,0,0,0,ASSEMBLE,348,71.5,317,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,156.0,331,1,0,0,1,INSPECT ASSEMBLE,331,73.0
铝合金-200-034,铝合金,200.0,198.85,200.0,290.33369324792034,972960341,305,1,0,0,0,ASSEMBLE,305,50.0,327,1,0,0,0,ASSEMBLE,327,61.0,348,1,0,0,0,ASSEMBLE,348,71.5,327,1,0,0,1,INSPECT ASSEMBLE,327,71.0,345,1,0,0,1,INSPECT ASSEMBLE,345,80.0
铝合金-200-035,铝合金,200.0,198.57,200.0,351.43751842374724,972960351,365,1,0,0,0,ASSEMBLE,365,50.0,347,0,1,0,0,ASSEMBLE,347,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,347,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,397,136.0,347,1,0,6,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,106.0
铝合金-200-036,铝合金,200.0,198.74,200.0,312.14914804287633,972960361,330,1,0,0,0,ASSEMBLE,330,52.5,336,1,0,0,0,ASSEMBLE,336,55.5,348,1,0,0,0,ASSEMBLE,348,61.5,336,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,356,95.5,351,1,0,0,1,INSPECT ASSEMBLE,351,73.0
铝合金-200-037,铝合金,200.0,198.85,200.0,290.40842211585783,972960371,305,1,0,0,0,ASSEMBLE,305,50.0,327,1,0,0,0,ASSEMBLE,327,61.0,348,1,0,0,0,ASSEMBLE,348,71.5,327,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,352,108.5,351,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,356,90.5
铝合金-200-038,铝合金,200.0,198.78,200.0,303.5399532840555,972960381,320,1,0,0,0,ASSEMBLE,320,52.5,336,1,0,0,0,ASSEMBLE,336,60.5,348,1,0,0,0,ASSEMBLE,348,66.5,336,1,0,0,1,INSPECT ASSEMBLE,336,70.5,351,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,361,93.0
铝合金-200-039,铝合金,200.0,198.72,200.0,319.03951119597644,972960391,330,1,0,0,0,ASSEMBLE,330,50.0,327,0,1,0,0,ASSEMBLE,327,50.0,348,1,0,0,0,ASSEMBLE,348,59.0,327,1,0,16,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,407,188.5,351,1,0,0,1,INSPECT ASSEMBLE,351,70.5
铝合金-200-040,铝合金,200.0,198.6,200.0,340.31993002370285,972960401,360,1,0,0,0,ASSEMBLE,360,52.5,345,0,1,0,0,ASSEMBLE,345,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,345,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,365,85.0,351,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,361,73.0
铝合金-200-041,铝合金,200.0,198.57,200.0,346.92352542892473,972960411,365,1,0,0,0,ASSEMBLE,365,52.5,347,0,1,0,0,ASSEMBLE,347,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,347,1,0,8,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,113.5,347,1,0,10,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,397,138.5
铝合金-200-042,铝合金,200.0,198.84,200.0,290.9643428440105,972960421,305,1,0,0,0,ASSEMBLE,305,50.0,327,1,0,0,0,ASSEMBLE,327,61.0,348,1,0,0,0,ASSEMBLE,348,71.5,327,1,0,0,1,INSPECT ASSEMBLE,327,71.0,351,1,0,0,1,INSPECT ASSEMBLE,351,83.0
铝合金-200-043,铝合金,200.0,198.69,200.0,321.2410744922463,972960431,340,1,0,0,0,ASSEMBLE,340,52.5,345,1,0,0,0,ASSEMBLE,345,55.0,348,1,0,0,0,ASSEMBLE,348,56.5,345,1,0,0,1,INSPECT ASSEMBLE,345,65.0,351,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,356,75.5
铝合金-220-067,铝合金,220.0,218.65,220.0,308.77220298258254,972960672,320,1,0,0,0,ASSEMBLE,320,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,1,0,0,0,ASSEMBLE,348,64.0,317,1,0,9,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,136.0,345,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,360,95.0
铝合金-220-068,铝合金,220.0,218.57,220.0,322.33073153038254,972960682,335,1,0,0,0,ASSEMBLE,335,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,1,0,0,0,ASSEMBLE,348,56.5,317,1,0,11,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,372,143.5,351,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,366,90.5
铝合金-220-069,铝合金,220.0,218.37,220.0,354.81707334722194,972960692,375,1,0,0,0,ASSEMBLE,375,55.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,317,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,188.5,351,1,0,4,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,371,93.0
铝合金-220-070,铝合金,220.0,218.4,220.0,353.14655756788,972960702,370,1,0,0,0,ASSEMBLE,370,52.5,317,0,1,0,0,ASSEMBLE,317,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,317,1,0,13,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,382,133.5,386,1,0,0,1,INSPECT ASSEMBLE,386,70.5
铝合金-220-071,铝合金,220.0,218.57,220.0,326.26153250955485,972960712,335,0,1,0,0,ASSEMBLE,335,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,1,0,0,0,ASSEMBLE,348,54.0,317,1,0,10,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,133.5,386,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,396,98.0
铝合金-220-072,铝合金,220.0,218.44,220.0,354.91843515410534,972960722,365,1,0,0,0,ASSEMBLE,365,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,317,1,0,19,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,188.5,386,1,0,0,1,INSPECT ASSEMBLE,386,70.5
铝合金-220-073,铝合金,220.0,218.7,220.0,298.4177582859176,972960732,310,1,0,0,0,ASSEMBLE,310,50.0,317,1,0,0,0,ASSEMBLE,317,53.5,348,1,0,0,0,ASSEMBLE,348,69.0,317,1,0,9,4,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,362,161.0,386,1,0,0,1,INSPECT ASSEMBLE,386,98.0
铝合金-220-074,铝合金,220.0,218.65,220.0,307.724019500352,972960742,320,1,0,0,0,ASSEMBLE,320,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,1,0,0,0,ASSEMBLE,348,64.0,317,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,347,103.5,386,1,0,0,1,INSPECT ASSEMBLE,386,93.0
铝合金-220-075,铝合金,220.0,218.28,220.0,386.48705510462025,972960752,395,0,1,0,0,ASSEMBLE,395,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,0,1,0,0,ASSEMBLE,348,50.0,317,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,171.0,386,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,436,138.0
铝合金-220-076,铝合金,220.0,218.59,220.0,322.38809351768913,972960762,335,1,0,0,0,ASSEMBLE,335,50.0,317,0,1,0,0,ASSEMBLE,317,50.0,348,1,0,0,0,ASSEMBLE,348,56.5,317,1,0,19,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,203.5,386,1,0,0,1,INSPECT ASSEMBLE,386,85.5
