task_id,material,size_group_target_mm,initial_inner_mm,target_shaft_mm,t_needed_c,world_seed,eps_0p25_proposal_temp_c,eps_0p25_pass,eps_0p25_rvr,eps_0p25_n_heat,eps_0p25_n_inspect,eps_0p25_actions,eps_0p25_final_temp_c,eps_0p25_total_cost,eps_0p50_proposal_temp_c,eps_0p50_pass,eps_0p50_rvr,eps_0p50_n_heat,eps_0p50_n_inspect,eps_0p50_actions,eps_0p50_final_temp_c,eps_0p50_total_cost,eps_0p75_proposal_temp_c,eps_0p75_pass,eps_0p75_rvr,eps_0p75_n_heat,eps_0p75_n_inspect,eps_0p75_actions,eps_0p75_final_temp_c,eps_0p75_total_cost,eps_1p00_proposal_temp_c,eps_1p00_pass,eps_1p00_rvr,eps_1p00_n_heat,eps_1p00_n_inspect,eps_1p00_actions,eps_1p00_final_temp_c,eps_1p00_total_cost
铜合金-180-000,铜合金,180.0,179.15,180.0,324.0601618309369,781170000,299,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,364,149.5,286,1,0,16,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,366,155.5,274,1,0,20,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,374,189.5,261,1,0,19,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,356,175.5
铜合金-180-001,铜合金,180.0,179.11,180.0,341.8690183801854,781170010,305,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,365,125.0,292,1,0,17,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,166.0,281,1,0,20,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,381,183.0,267,1,0,20,4,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,196.0
铜合金-180-002,铜合金,180.0,179.24,180.0,296.2765088700846,781170020,284,1,0,9,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,329,124.5,271,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,130.5,259,1,0,13,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,324,132.0,250,1,0,20,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,190.0
铜合金-180-003,铜合金,180.0,179.13,180.0,324.7070315019165,781170030,352,1,0,0,1,INSPECT ASSEMBLE,352,68.5,341,1,0,10,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,391,148.0,338,1,0,5,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,363,109.0,306,1,0,22,3,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,416,230.5
铜合金-180-004,铜合金,180.0,179.26,180.0,286.3290695206551,781170040,317,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,347,113.5,292,1,0,10,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,131.0,280,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,315,102.5,306,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,321,85.5
铜合金-180-005,铜合金,180.0,179.24,180.0,296.12899038909126,781170050,284,1,0,9,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,329,124.5,271,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,130.5,259,1,0,13,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,324,132.0,250,1,0,20,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,190.0
铜合金-180-006,铜合金,180.0,179.12,180.0,341.3843518912885,781170060,340,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,395,135.0,341,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,396,135.5,337,1,0,10,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,136.0,306,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,143.0
铜合金-180-007,铜合金,180.0,179.22,180.0,303.0981571524981,781170070,317,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,332,83.5,306,1,0,5,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,103.0,287,1,0,12,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,347,136.0,306,1,0,5,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,103.0
铜合金-180-008,铜合金,180.0,179.11,180.0,345.0391857539664,781170080,352,1,0,15,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,427,188.5,352,1,0,15,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,427,188.5,344,1,0,9,3,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,389,139.5,317,1,0,14,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,153.5
铜合金-180-009,铜合金,180.0,179.27,180.0,287.74034785282277,781170090,317,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,347,113.5,306,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,321,85.5,287,1,0,13,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,352,171.0,271,1,0,10,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,321,130.5
铜合金-200-034,铜合金,200.0,199.15,200.0,300.8223562471733,781170341,305,1,0,15,3,HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,380,187.5,292,1,0,17,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,186.0,280,1,0,16,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,360,172.5,267,1,0,12,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,327,136.0
铜合金-200-035,铜合金,200.0,199.1,200.0,316.9193693002698,781170351,305,1,0,10,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,355,132.5,292,1,0,20,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,392,191.0,280,1,0,18,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,170.0,267,1,0,18,3,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,183.5
铜合金-200-036,铜合金,200.0,199.11,200.0,311.3331664171251,781170361,343,1,0,11,0,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,398,141.5,352,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,96.0,280,1,0,14,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,350,152.5,277,1,0,21,3,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,382,213.5
铜合金-200-037,铜合金,200.0,199.0,200.0,345.15999632951076,781170371,305,1,0,15,3,INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,380,165.0,302,1,0,15,4,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,377,173.5,280,1,0,31,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,435,252.5,277,1,0,23,3,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,392,211.0
铜合金-200-038,铜合金,200.0,199.08,200.0,330.9205428758221,781170381,343,1,0,16,1,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,423,179.0,352,1,0,7,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,387,136.0,338,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,353,79.0,277,1,0,18,4,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,367,191.0
铜合金-200-039,铜合金,200.0,199.13,200.0,299.5388133844845,781170391,343,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,358,99.0,362,1,0,0,1,INSPECT ASSEMBLE,362,86.0,316,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,85.5,277,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,151.0
铜合金-200-040,铜合金,200.0,199.04,200.0,331.41148084210147,781170401,346,1,0,10,1,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,396,135.5,357,1,0,2,2,INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,367,91.0,316,1,0,10,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,366,130.5,277,1,0,18,4,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,367,191.0
铜合金-200-041,铜合金,200.0,199.16,200.0,303.7737254737274,781170411,346,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,361,98.0,352,1,0,0,1,INSPECT ASSEMBLE,352,78.5,321,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,331,78.0,277,1,0,11,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,332,123.5
铜合金-200-042,铜合金,200.0,199.15,200.0,296.071600994901,781170421,346,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,376,123.0,352,1,0,7,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,133.5,322,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,347,103.5,277,1,0,13,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,151.0
铜合金-200-043,铜合金,200.0,198.91,200.0,368.33130892511565,781170431,369,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,419,139.5,352,1,0,16,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,432,176.0,294,1,0,24,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,414,217.0,317,1,0,15,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,392,151.0
铜合金-220-067,铜合金,220.0,218.97,220.0,320.3140486909596,781170672,363,1,0,2,1,HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,89.0,350,1,0,4,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,370,97.5,280,1,0,21,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,385,210.0,277,1,0,16,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,161.0
铜合金-220-068,铜合金,220.0,218.87,220.0,347.42674203840545,781170682,361,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,366,68.0,346,1,0,5,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,371,100.5,348,1,0,16,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,428,184.0,307,1,0,21,1,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,412,191.0
铜合金-220-069,铜合金,220.0,219.05,220.0,299.3920204138237,781170692,359,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,364,92.0,346,1,0,6,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,376,123.0,348,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,353,86.5,332,1,0,0,1,INSPECT ASSEMBLE,332,71.0
铜合金-220-070,铜合金,220.0,218.81,220.0,368.49955833356387,781170702,359,1,0,14,2,HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,429,164.5,346,1,0,15,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,421,175.5,391,1,0,0,1,INSPECT ASSEMBLE,391,65.5,362,1,0,5,3,INSPECT HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,387,108.5
铜合金-220-071,铜合金,220.0,218.94,220.0,328.09274218286333,781170712,359,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,374,92.0,346,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,396,148.0,348,1,0,5,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,111.5,337,1,0,4,3,HEAT_5 INSPECT HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,357,108.5
铜合金-220-072,铜合金,220.0,219.04,220.0,316.7486805754903,781170722,362,1,0,0,1,INSPECT ASSEMBLE,362,76.0,351,1,0,5,1,HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,376,108.0,344,1,0,1,1,HEAT_5 INSPECT ASSEMBLE,349,74.5,317,1,0,5,2,HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,342,101.0
铜合金-220-073,铜合金,220.0,218.96,220.0,336.92966158355534,781170732,362,1,0,0,1,INSPECT ASSEMBLE,362,66.0,351,1,0,15,1,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 ASSEMBLE,426,173.0,344,1,0,3,1,HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,359,79.5,307,1,0,21,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,412,206.0
铜合金-220-074,铜合金,220.0,218.97,220.0,325.0483819273326,781170742,361,1,0,0,1,INSPECT ASSEMBLE,361,70.5,346,1,0,10,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,396,148.0,348,1,0,5,2,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,373,111.5,307,1,0,19,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,402,206.0
铜合金-220-075,铜合金,220.0,218.74,220.0,380.49005461612626,781170752,352,1,0,10,2,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,402,123.5,346,1,0,11,3,INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 INSPECT ASSEMBLE,401,138.0,344,1,0,14,3,HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 INSPECT ASSEMBLE,414,159.5,362,1,0,12,2,HEAT_5 HEAT_5 HEAT_5 INSPECT HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 HEAT_5 INSPECT ASSEMBLE,422,143.5
